TxID, Size (bytes), Value (coins), ArrivalTime (ms)
303,654.0,78.42293,41718
304,626.0,66.80054,41844
305,538.0,39.145504,41941
306,575.0,61.835358,42009
307,651.0,58.549156,42013
308,750.0,63.314087,42159
309,651.0,41.18466,42193
310,726.0,62.165955,42243
311,635.0,68.32168,42342
312,651.0,56.568523,42592
313,575.0,55.629467,42663
314,462.0,44.45286,42730
315,456.0,52.16729,42731
316,660.0,56.27395,42746
317,621.0,47.88671,43111
318,483.0,43.210907,43156
319,468.0,82.98075,43538
320,545.0,37.724594,43942
321,509.0,63.87175,44178
322,658.0,61.93648,44261
323,435.0,56.42812,44297
324,592.0,49.20864,44356
325,637.0,37.875824,44508
326,557.0,49.77145,44764
327,573.0,50.459236,44810
328,689.0,30.825882,45067
329,525.0,63.114704,45548
330,655.0,74.46388,45556
331,569.0,39.950874,45612
332,639.0,60.107174,45780
333,650.0,53.893154,45781
334,683.0,42.036396,45824
335,518.0,63.122032,46570
336,592.0,57.631744,46602
337,508.0,60.00725,46709
338,595.0,41.321655,46792
339,642.0,37.86493,46803
340,711.0,43.550846,47051
341,612.0,64.465744,47227
342,480.0,46.584686,47251
343,542.0,37.57821,47359
344,500.0,61.573742,47557
345,602.0,52.090397,47691
346,650.0,56.999874,47728
347,679.0,50.98087,47790
348,685.0,50.527744,48152
349,588.0,28.934656,48368
350,595.0,38.761616,48537
351,418.0,42.049763,49361
352,484.0,50.534428,49394
353,461.0,37.27423,49419
354,594.0,37.894894,49629
355,596.0,59.691593,49973
356,514.0,37.591187,50034
357,387.0,45.414566,50259
358,563.0,51.17614,50271
359,516.0,22.369791,50286
360,537.0,39.26367,50318
361,643.0,40.03651,50485
362,463.0,58.466995,50845
363,515.0,55.94482,51047
364,466.0,44.672005,51238
365,638.0,42.45968,51518
366,615.0,65.68016,51704
367,445.0,47.007954,51734
368,558.0,40.969982,51743
369,391.0,58.406425,51927
370,620.0,52.618668,51929
371,506.0,80.51344,51962
372,639.0,46.21973,52047
373,616.0,26.377953,52048
374,511.0,45.852024,52070
375,555.0,69.77575,52123
376,478.0,71.829575,52139
377,616.0,59.12333,52261
378,548.0,31.76792,52270
379,416.0,43.064186,52580
380,602.0,32.92166,52595
381,509.0,56.302483,52705
382,640.0,43.434147,52709
383,517.0,63.902058,52710
384,562.0,55.376507,52889
385,492.0,41.737995,53151
386,660.0,44.35927,53218
387,554.0,45.58147,53428
388,380.0,42.72946,53479
389,683.0,44.896736,53825
390,513.0,44.32944,53838
391,686.0,26.463308,53979
392,596.0,35.339684,53983
393,570.0,29.083103,54290
394,505.0,61.106125,54407
395,545.0,55.061325,54862
396,644.0,52.96171,54883
397,714.0,36.315964,55011
398,684.0,52.759903,55050
399,564.0,65.95357,55220
400,467.0,65.12903,55391
401,201.0,66.10887,55407
402,554.0,57.975178,55643
403,499.0,49.659096,55971
404,519.0,69.9037,55996
405,741.0,38.28987,56231
406,595.0,68.84901,56481
407,605.0,54.16851,56605
408,580.0,45.984745,57139
409,527.0,53.64875,57159
410,681.0,52.244137,57217
411,552.0,40.39746,57271
412,520.0,76.81718,57298
413,485.0,31.482565,57398
414,495.0,46.19556,57448
415,629.0,57.9169,57468
416,707.0,53.491825,57738
417,573.0,66.90595,58139
418,634.0,41.126404,58222
419,537.0,49.42675,58244
420,660.0,50.18409,58304
421,631.0,56.61198,58340
422,415.0,32.846603,58496
423,434.0,45.835373,58583
424,600.0,48.917595,58848
425,676.0,44.53312,59026
426,428.0,64.89465,59065
427,568.0,47.43795,59255
428,545.0,55.20676,59499
429,571.0,37.89238,59511
430,501.0,63.888653,59704
431,430.0,41.278206,59790
432,581.0,62.05883,59807
433,680.0,61.657635,59863
434,609.0,25.332542,60114
435,711.0,61.37371,60530
436,513.0,70.68168,60903
437,544.0,43.11254,60967
438,540.0,39.936005,61286
439,450.0,56.039146,61290
440,625.0,43.125626,61535
441,585.0,45.67171,61705
442,503.0,63.592293,61862
443,476.0,36.63875,61914
444,530.0,53.02711,62053
445,444.0,50.63663,62316
446,569.0,49.994934,62356
447,642.0,39.65864,62439
448,566.0,54.5102,62545
449,520.0,84.03392,62667
450,480.0,51.836414,62692
451,375.0,36.4888,62793
452,619.0,60.83335,63153
453,773.0,64.84315,63442
454,631.0,60.04535,64160
455,544.0,54.187485,64164
456,547.0,65.20855,64496
457,534.0,66.080765,64564
458,526.0,68.27059,64709
459,574.0,63.689774,64818
460,556.0,43.56196,64878
461,522.0,58.710373,65078
462,498.0,46.986984,65158
463,605.0,34.27611,65278
464,526.0,44.954124,65486
465,415.0,51.093933,65628
466,473.0,46.13382,65726
467,624.0,44.03473,65934
468,649.0,28.902267,65937
469,659.0,45.03296,66014
470,513.0,51.120815,66355
471,463.0,59.195786,66649
472,541.0,66.22207,66832
473,658.0,62.302998,66833
474,610.0,52.11444,67067
475,539.0,41.465225,67274
476,487.0,47.51136,67486
477,403.0,41.594383,67665
478,607.0,59.46869,67674
479,557.0,44.73141,67777
480,358.0,56.226242,67869
481,370.0,30.649765,67880
482,456.0,36.63172,67891
483,403.0,45.60547,68123
484,503.0,63.822823,68134
485,694.0,63.918827,68360
486,524.0,46.003647,68541
487,617.0,49.973194,68728
488,587.0,44.912388,68734
489,599.0,51.144943,68982
490,600.0,49.319347,69440
491,435.0,44.41529,69582
492,584.0,45.405876,69596
493,543.0,35.292786,69624
494,380.0,46.216686,69774
495,580.0,38.43239,69841
496,604.0,41.136467,69871
497,567.0,43.65693,70169
498,536.0,23.998638,70478
499,600.0,66.99992,70991
500,321.0,38.95729,71024
501,444.0,53.166676,71147
502,522.0,45.050922,71330
503,767.0,62.13952,71364
504,463.0,63.881115,71417
505,539.0,36.13148,71467
506,579.0,42.670654,71502
507,531.0,50.667507,71547
508,500.0,65.243576,71677
509,546.0,72.23038,72149
510,585.0,71.32056,72181
511,550.0,57.98301,72235
512,295.0,49.900387,72261
513,732.0,32.842003,72272
514,540.0,37.5391,72287
515,506.0,52.78141,72294
516,566.0,37.526268,72437
517,506.0,37.014935,72510
518,404.0,49.463867,72572
519,437.0,44.314465,72633
520,578.0,48.929764,72646
521,694.0,55.859493,72900
522,595.0,50.041904,72941
523,579.0,28.349607,72969
524,452.0,40.41452,73096
525,633.0,53.245373,73283
526,432.0,46.07315,73403
527,460.0,34.20616,73502
528,386.0,59.30688,73707
529,502.0,16.570328,73774
530,570.0,33.897293,73783
531,404.0,52.317657,73889
532,733.0,52.652637,74312
533,414.0,46.819424,74734
534,762.0,62.329422,74770
535,632.0,54.096676,75018
536,478.0,29.851679,75077
537,378.0,58.54251,75297
538,503.0,50.768078,75416
539,702.0,43.700882,75552
540,463.0,50.367653,76498
541,551.0,45.82952,76536
542,552.0,46.4219,76542
543,429.0,68.526474,76597
544,491.0,49.48055,76704
545,514.0,40.589943,76818
546,654.0,29.004883,76823
547,642.0,55.117313,76881
548,490.0,12.175163,76985
549,517.0,59.114086,77030
550,653.0,44.126865,77084
551,593.0,56.632774,77156
552,647.0,45.3088,77331
553,553.0,66.81729,77419
554,601.0,47.89215,77514
555,750.0,53.681778,77705
556,528.0,77.299774,77800
557,569.0,34.386112,78031
558,544.0,58.440617,78369
559,469.0,46.20668,78417
560,601.0,81.5761,78491
561,734.0,62.028027,78656
562,619.0,57.618855,79079
563,582.0,58.551758,79177
564,597.0,53.0297,79206
565,505.0,43.235626,79218
566,649.0,49.659927,79810
567,678.0,66.44579,79875
568,644.0,51.506313,79976
569,610.0,49.06035,80093
570,568.0,28.981373,80104
571,369.0,48.525925,80378
572,530.0,29.585161,80427
573,565.0,40.47836,80695
574,630.0,35.769955,80774
575,406.0,50.686867,80807
576,395.0,34.773537,81002
577,600.0,53.827847,81014
578,611.0,66.63483,81073
579,603.0,30.302114,81089
580,613.0,65.65224,81328
581,417.0,48.404102,81802
582,477.0,46.472656,81985
583,505.0,63.357906,82102
584,464.0,35.92103,82292
585,476.0,56.320953,82371
586,335.0,42.823368,83082
587,635.0,49.638077,83248
588,683.0,62.359383,83296
589,449.0,69.48357,83397
590,523.0,21.793858,83706
591,822.0,47.96471,83788
592,528.0,55.494564,83981
593,594.0,53.34208,84017
594,572.0,56.001797,84054
595,397.0,48.079403,84224
596,664.0,44.02881,84670
597,409.0,69.09119,84750
598,326.0,22.159588,85096
599,505.0,37.767963,85160
600,286.0,68.94161,85173
601,574.0,43.98015,85196
602,492.0,40.961052,85394
603,518.0,63.162796,85435
604,493.0,41.96653,85699
605,663.0,48.251514,86101
606,423.0,57.690037,86185
607,558.0,27.43998,86373
608,594.0,59.17752,86573
609,654.0,45.282356,86775
610,857.0,31.44626,87221
611,492.0,56.1277,87238
612,734.0,61.074852,87257
613,532.0,36.239674,87364
614,510.0,48.7326,87512
615,652.0,22.984486,87522
616,703.0,52.90299,87523
617,624.0,49.919617,87777
618,559.0,67.03363,88164
619,657.0,48.15594,88416
620,458.0,48.211094,88887
621,579.0,29.684824,88935
622,572.0,70.17926,89317
623,468.0,32.017906,89331
624,577.0,50.72594,89366
625,514.0,57.0653,89402
626,514.0,57.276794,89526
627,643.0,33.074314,89640
628,726.0,35.712112,89695
629,435.0,24.221432,89705
630,614.0,52.566628,90032
631,446.0,59.467556,90121
632,503.0,52.66587,90132
633,463.0,38.625957,90173
634,559.0,64.28245,90259
635,515.0,45.186188,90366
636,475.0,51.893288,90395
637,563.0,39.315647,90436
638,430.0,47.65959,90480
639,354.0,42.347576,90631
640,478.0,36.2684,91354
641,565.0,68.09472,91415
642,545.0,46.437885,91460
643,574.0,52.189842,91731
644,540.0,42.781124,91798
645,610.0,43.490158,92003
646,537.0,39.498123,92119
647,515.0,53.38643,92130
648,685.0,57.734737,92189
649,598.0,54.62389,92502
650,547.0,45.24202,92724
651,479.0,36.594803,92734
652,682.0,43.269333,92863
653,540.0,51.745167,92864
654,578.0,54.181236,93131
655,598.0,41.07048,93201
656,628.0,45.958614,93291
657,628.0,53.292805,93327
658,778.0,24.663288,93379
659,571.0,61.955833,93753
660,690.0,59.006294,93938
661,526.0,73.176575,93941
662,643.0,66.184296,94070
663,589.0,48.104557,94504
664,561.0,48.958168,94633
665,535.0,58.971558,94937
666,527.0,49.51394,94941
667,732.0,47.42806,95153
668,461.0,59.998234,95392
669,548.0,30.333988,95558
670,507.0,40.929962,95784
671,592.0,34.572968,96327
672,563.0,52.273556,96330
673,650.0,39.83085,96409
674,484.0,42.192432,96452
675,554.0,49.508873,96478
676,631.0,45.194946,96553
677,682.0,62.519936,96580
678,443.0,47.251465,96615
679,532.0,53.169743,96640
680,767.0,39.97075,97010
681,606.0,42.979527,97169
682,335.0,46.74378,97223
683,511.0,69.02123,97228
684,644.0,51.05368,97264
685,546.0,46.55393,97412
686,643.0,49.44786,97453
687,502.0,49.64697,97524
688,495.0,64.63173,97570
689,639.0,35.79235,97737
690,399.0,57.071568,97748
691,542.0,35.00428,98037
692,515.0,60.261482,98066
693,457.0,57.466347,98181
694,697.0,54.02694,98686
695,689.0,32.944206,98955
697,482.0,51.145096,99499
696,583.0,46.541687,99499
698,532.0,70.011154,99545
699,606.0,73.85669,99595
700,571.0,44.548763,99668
701,807.0,38.68094,99975
702,550.0,60.128387,100381
703,556.0,56.36124,100482
704,539.0,45.336254,100660
705,353.0,69.38115,100783
706,548.0,40.668343,101364
707,503.0,46.85577,101443
708,507.0,63.62698,101899
709,601.0,47.65883,101915
710,552.0,60.530037,102058
711,520.0,17.420963,102235
712,488.0,59.904274,102309
713,632.0,63.013454,102457
714,720.0,38.668804,102462
715,564.0,57.852512,102553
716,580.0,48.06282,102647
717,546.0,38.38064,103236
718,643.0,46.153122,103404
719,436.0,54.134716,103717
720,639.0,71.72627,103764
721,531.0,54.472466,103777
722,514.0,39.01809,104089
723,544.0,54.402634,104172
724,563.0,49.746326,104239
725,630.0,47.313404,104304
726,588.0,55.458385,104447
727,684.0,37.361797,104467
728,499.0,43.47518,104614
729,645.0,59.28445,104814
730,637.0,49.459038,104860
731,579.0,67.73299,105039
732,492.0,38.555527,105247
733,484.0,50.38873,105258
734,421.0,26.958874,105266
735,640.0,51.300697,105367
736,559.0,36.259457,105399
737,605.0,44.16163,105789
738,525.0,49.822727,106012
739,618.0,28.161037,106197
740,466.0,69.432144,106516
741,684.0,54.82618,106619
742,389.0,42.942127,106713
743,563.0,43.892666,106819
744,515.0,50.396404,106875
745,593.0,47.217846,106876
746,484.0,63.870148,107124
747,624.0,39.345325,107171
748,398.0,45.25434,107321
749,567.0,32.215553,107444
750,531.0,55.26873,107454
751,634.0,38.159386,107891
752,668.0,53.506203,108068
753,662.0,24.398407,108270
754,502.0,49.022408,108292
755,519.0,29.181799,108292
756,374.0,58.28487,108349
757,483.0,55.89382,108429
758,579.0,55.609123,108760
759,640.0,46.39383,108860
760,456.0,48.369736,108997
761,464.0,52.761574,109097
762,571.0,38.76143,109487
763,579.0,48.63086,109686
764,578.0,44.03825,109745
765,531.0,49.566128,109830
766,459.0,28.44791,109880
767,688.0,54.70848,109947
768,532.0,55.191456,110231
769,585.0,43.010414,110731
770,432.0,32.514587,110821
771,605.0,61.3406,111040
772,652.0,29.860924,111061
773,654.0,58.89492,111080
774,650.0,42.55967,111205
775,498.0,67.80004,111355
776,532.0,52.549343,111532
777,553.0,62.969673,111613
778,442.0,32.788975,111703
779,617.0,47.16015,111782
780,494.0,61.77798,111919
781,433.0,48.24669,112039
782,520.0,61.131237,112617
783,553.0,41.311874,112640
784,570.0,57.089832,113368
785,666.0,54.174038,113505
786,488.0,56.755383,113619
787,479.0,63.102264,113650
788,566.0,64.06007,113680
789,606.0,61.538612,113682
790,514.0,45.02266,113694
791,511.0,55.333622,113735
792,493.0,64.24398,113746
793,571.0,32.124844,114052
794,565.0,61.58029,114156
795,524.0,61.08612,114159
796,398.0,46.402744,114204
797,382.0,36.689377,114219
798,585.0,52.06481,114288
799,465.0,40.81329,114423
800,795.0,58.502197,114819
801,525.0,72.88922,115217
802,430.0,48.64986,115321
803,451.0,59.09791,115507
804,553.0,51.896866,115911
805,639.0,61.468224,115915
806,509.0,40.031326,115962
807,554.0,40.150654,116048
808,441.0,41.41615,116252
809,440.0,54.759953,116467
810,433.0,48.657307,116528
811,538.0,22.84333,116737
812,847.0,60.72499,117143
813,625.0,40.176018,117525
814,509.0,60.900806,117599
815,650.0,37.78887,117736
816,697.0,32.784683,117888
817,607.0,44.29541,118038
818,597.0,52.589424,118114
819,343.0,41.205612,118153
820,620.0,50.72125,118157
821,806.0,56.636803,118172
822,552.0,42.366585,118293
823,384.0,57.3391,118371
824,624.0,48.64463,118672
825,485.0,47.960552,118728
826,489.0,58.201714,118746
827,545.0,56.201256,119001
828,528.0,33.707493,119010
829,476.0,42.36346,119144
830,591.0,27.589752,119422
831,516.0,44.816944,119604
832,609.0,25.447144,119904
833,639.0,58.475212,119918
834,704.0,49.451595,119959
835,526.0,40.642517,119993
836,616.0,47.139854,120114
837,532.0,63.007965,120264
838,591.0,67.46906,120429
839,540.0,56.890984,121037
840,537.0,32.50618,121319
841,599.0,52.60575,121339
842,631.0,45.681976,121353
843,454.0,57.509426,121368
844,510.0,65.519196,121491
845,595.0,54.899677,121523
846,386.0,57.354202,121888
847,628.0,57.159103,122235
848,641.0,37.735714,122407
849,433.0,44.888905,122611
850,422.0,35.929043,122685
851,329.0,65.77631,122702
852,453.0,58.347702,122714
853,565.0,47.65826,123095
854,508.0,58.46315,123156
855,612.0,53.88447,123199
856,736.0,51.57926,123290
857,522.0,46.754955,123403
858,607.0,30.878458,123708
859,460.0,42.492107,123751
860,670.0,45.684364,123791
861,685.0,38.325703,123902
862,503.0,59.633366,123907
863,473.0,38.13808,124472
864,552.0,48.94776,124516
865,579.0,66.40905,124563
866,534.0,47.207527,124780
867,754.0,74.90372,124894
868,544.0,54.818363,124963
869,644.0,50.351578,125006
870,787.0,40.488346,125138
871,587.0,54.66254,125249
872,538.0,25.823463,125262
873,496.0,63.958626,125318
874,560.0,62.57055,125513
875,712.0,60.736618,125754
876,613.0,46.48146,126079
877,668.0,52.19766,126205
878,601.0,34.4004,126244
879,589.0,34.034084,126260
880,542.0,27.145649,126873
881,797.0,43.83912,127059
882,455.0,49.807564,127082
883,576.0,65.04088,127203
884,427.0,65.83861,127421
885,632.0,43.15902,127482
886,461.0,42.9041,127531
887,445.0,36.462105,127595
888,596.0,59.674267,127713
889,546.0,53.118477,127827
890,570.0,53.49366,127873
891,550.0,55.071587,128153
892,699.0,74.26602,128323
893,352.0,48.69661,128327
894,573.0,55.732483,128755
895,713.0,52.017292,128830
896,636.0,38.791336,128887
897,582.0,59.42762,128990
898,670.0,63.95147,129255
899,538.0,37.467888,129416
900,553.0,70.67262,129640
901,746.0,56.550777,129659
902,557.0,59.555676,129750
903,462.0,43.374878,129787
904,476.0,43.95883,129873
905,691.0,45.15617,130068
906,538.0,37.11109,130129
907,429.0,44.63083,130404
908,605.0,61.036728,130466
909,539.0,40.732964,130581
910,406.0,64.91754,131085
911,712.0,67.582596,131186
912,562.0,48.517788,131455
913,597.0,58.327087,131832
914,602.0,69.278336,131877
915,510.0,66.33185,132309
916,488.0,52.439972,132474
917,587.0,46.21295,132521
918,392.0,56.87452,132904
919,568.0,57.67778,133084
920,533.0,46.18403,133461
921,598.0,47.966465,133605
922,504.0,51.219803,133670
923,544.0,64.25345,133762
924,704.0,48.72901,134193
925,566.0,54.61896,134325
926,662.0,44.1639,134367
927,724.0,36.99002,134384
928,624.0,27.74482,134482
929,631.0,59.994995,134489
930,547.0,53.337845,134815
931,587.0,62.097565,134986
932,439.0,56.382183,135363
933,593.0,45.87061,135600
934,527.0,31.778164,135671
935,627.0,61.205505,135684
936,602.0,48.056404,135879
937,531.0,37.572544,135952
938,666.0,65.26209,136135
939,424.0,48.536392,136155
940,531.0,45.899925,136192
941,618.0,56.51651,136319
942,565.0,38.08625,136612
943,482.0,46.381573,136938
944,510.0,69.94102,136989
945,469.0,33.032375,137391
946,753.0,40.20119,137542
947,656.0,42.576035,137594
948,494.0,29.835123,137634
949,433.0,45.552032,137750
950,622.0,26.18554,138001
951,635.0,45.3386,138009
952,447.0,67.873,138162
953,562.0,37.40798,138193
954,576.0,47.429367,138319
955,705.0,34.000458,138517
956,535.0,57.250923,138595
957,644.0,53.476288,139050
958,397.0,44.60624,139055
959,652.0,47.403175,139117
960,585.0,29.862585,139174
961,445.0,65.3641,139395
962,642.0,56.917545,139454
963,552.0,46.094654,139587
964,438.0,38.318707,139877
965,617.0,55.089046,140288
966,609.0,65.94702,140366
967,639.0,26.862295,140379
968,686.0,43.118084,140390
969,702.0,47.197243,140557
970,593.0,72.93666,140646
971,624.0,40.559483,140690
972,501.0,53.42316,140701
973,546.0,59.584732,140701
974,477.0,43.27907,140748
975,413.0,54.706375,140754
976,492.0,31.54257,140922
977,490.0,38.021484,141115
978,534.0,52.555153,141362
979,641.0,55.360237,141740
980,459.0,65.362305,141756
981,568.0,56.196976,141805
982,507.0,31.499542,141903
983,432.0,47.15469,141920
984,558.0,42.180183,141962
985,468.0,52.641808,141969
986,507.0,74.95592,142017
987,561.0,43.625362,142277
988,583.0,73.36087,142383
989,553.0,49.596085,142404
990,787.0,38.9686,142503
991,534.0,51.328934,142637
992,441.0,39.447525,142823
993,555.0,46.203,142831
994,627.0,31.905693,142896
995,492.0,69.18797,142901
996,612.0,53.947544,142945
997,504.0,47.308807,143415
